symbol,sector,industry,gain,market_cap
VBTX,Financial Services,Banks - Regional,0.2942528735632184,1831260387.4999998
VC,Consumer Cyclical,Auto Parts,0.32090032154340836,3268343493.27
VCEL,Healthcare,Biotechnology,-0.2895417156286721,1491091909.12
VCIG,Industrials,Consulting Services,2.532558139534884,1143235.8
VCNX,Healthcare,Biotechnology,0.013698630136986314,950235.0000000001
VCTR,Financial Services,Asset Management,0.032511386838385316,4159674295.92
VCYT,Healthcare,Biotechnology,0.23714391416944122,2558147417.04
VECO,Technology,Semiconductor Equipment & Materials,0.46998031496063,1706210694.1499999
VEEE,Consumer Cyclical,Recreational Vehicles,0.23214285714285693,4105348.1999999997
VEEV,Healthcare,Health Information Services,0.007951941107021195,45543502477.200005
VEL,Financial Services,Mortgage Finance,-0.0026968716289105022,635069235.6400001
VEON,Communication Services,Telecom Services,0.14174082917299763,95557850055.5
VERA,Healthcare,Biotechnology,0.19694397283531412,1718653898.4
VERI,Technology,Software - Infrastructure,3.031746031746032,213389031.96
VERO,Healthcare,Medical Devices,-0.02109704641350222,1652272.9000000001
VERU,Healthcare,Biotechnology,5.411137848057752,525518272.79999995
VERX,Technology,Software - Application,-0.29333522003679074,3892885549.58
VET,Energy,Oil & Gas E&P,0.17582417582417587,1274884355.78
VFC,Consumer Cyclical,Apparel Manufacturing,0.2536170212765958,5605960736.74
VFF,Consumer Defensive,Farm Products,1.4,310050255.23999995
VFS,Consumer Cyclical,Auto Manufacturers,-0.10924369747899151,7320131000.0
VGAS,Utilities,Utilities - Renewable,-0.09883720930232553,137212832.68
VGZ,Basic Materials,Gold,1.1313659186392049,249979062.22
VHC,Technology,Software - Infrastructure,0.5797235023041476,73963238.45
VHI,Basic Materials,Chemicals,-0.02227722772277224,449321312.84000003
VIAV,Technology,Communication Equipment,0.21251241310824234,2730069457.14
VICR,Technology,Electronic Components,0.07297178130511468,2355587708.505
VIK,Industrials,Travel Services,0.13154437980859446,26567729217.0
VINC,Healthcare,Biotechnology,0.1318181818181818,256636.60131
VINP,Financial Services,Asset Management,0.0951396070320579,726126994.04
VIOT,Consumer Cyclical,Furnishings Fixtures & Appliances,1.5555555555555556,696673919.6
VIPS,Consumer Cyclical,Internet Retail,0.22458471760797336,1897036287.0
VIR,Healthcare,Biotechnology,0.08928571428571432,710402221.48
VIRC,Consumer Cyclical,Furnishings Fixtures & Appliances,-0.022556390977443684,125157497.96000001
VIRT,Financial Services,Capital Markets,-0.2138870283545434,5430976452.240001
VIST,Energy,Oil & Gas E&P,-0.24346371052081153,3526129908.0
VITL,Consumer Defensive,Farm Products,0.09813084112149516,1808362880.1
VIV,Communication Services,Telecom Services,0.07807017543859639,20073178400.0
VIVK,Energy,Oil & Gas Integrated,-0.5637500000000001,12412522.737
VKTX,Healthcare,Biotechnology,-0.035094339622641496,2816297527.81
VLGEA,Consumer Defensive,Grocery Stores,-0.01506493506493502,545336811.92
VLN,Industrials,Shell Companies,-0.31939163498098855,197796891.9
VLO,Energy,Oil & Gas Refining & Marketing,0.30657640232108324,54938378863.979996
VLRS,Industrials,Airlines,0.41684210526315796,771163300.0
VLTO,Industrials,Pollution & Treatment Controls,0.03645368994551751,25866566791.559998
VLY,Financial Services,Banks - Regional,0.1959686450167973,5966937099.6
VMAR,Consumer Cyclical,Recreational Vehicles,-0.8217054263565892,222441.58
VMC,Basic Materials,Building Materials,0.1474963576412853,38940643381.6
VMD,Healthcare,Medical Devices,-0.028943560057887147,264004408.23999998
VMEO,Technology,Software - Application,0.9158415841584159,1275952065.1200001
VMI,Industrials,Conglomerates,0.17852221575772426,7309795311.940001
VNCE,Consumer Cyclical,Apparel Manufacturing,1.4305555555555556,45207595.84
VNDA,Healthcare,Biotechnology,0.08050847457627117,281666492.52
VNET,Technology,Information Technology Services,0.5652173913043479,17900288490.84
VNOM,Energy,Oil & Gas Midstream,0.04143718856543399,8678137723.2
VNRX,Healthcare,Diagnostics & Research,-0.20394736842105265,57935900.774399996
VNT,Technology,Scientific & Technical Instruments,0.1425474254742547,6209712000.0
VOC,Energy,Oil & Gas E&P,0.020979020979020997,49640000.0
VOD,Communication Services,Telecom Services,0.07317073170731701,324786566516.16
VOR,Healthcare,Biotechnology,19.75308641975308,4221230804.07
VOXR,Basic Materials,Other Precious Metals & Mining,0.3164556962025316,197569226.4
VOYA,Financial Services,Financial Conglomerates,0.06732394366197185,7174978740.58
VPG,Technology,Scientific & Technical Instruments,0.14555160142348741,421848558.8
VRA,Consumer Cyclical,Footwear & Accessories,-0.08144796380090505,56509836.0
VRAR,Technology,Software - Infrastructure,0.2279411764705881,34301322.28
VRAX,Healthcare,Biotechnology,-0.22533788051029432,1615124.1324999998
VRCA,Healthcare,Biotechnology,-0.2114695340501793,37538017.137
VRDN,Healthcare,Biotechnology,0.444206008583691,1554732845.9999998
VREX,Healthcare,Medical Devices,0.3910034602076125,492752000.00000006
VRME,Industrials,Security & Protection Services,0.21526211015262114,11727149.5824
VRNA,Healthcare,Biotechnology,0.12803975470501164,72531174297.74
VRNS,Technology,Software - Infrastructure,0.17320197044334973,6596564643.16
VRNT,Technology,Software - Infrastructure,0.029994916115912547,1259544131.53
VRPX,Healthcare,Biotechnology,-0.9205696202531646,122678.2831
VRRM,Industrials,Infrastructure Operations,-0.035840882237101225,3932392513.28
VRSK,Industrials,Consulting Services,-0.2068378812199037,34235800829.9
VRSN,Technology,Software - Infrastructure,-0.015166204986149567,26837074000.0
VRT,Industrials,Electrical Equipment & Parts,0.07951094151545836,53221002956.37
VRTS,Financial Services,Asset Management,0.059757442116868814,1323343732.6200001
VRTX,Healthcare,Biotechnology,-0.13356918238993706,98060347275.03
VS,Technology,Software - Application,-0.12446351931330474,10097454.620000001
VSAT,Technology,Communication Equipment,0.9815068493150685,3718655683.2000003
VSCO,Consumer Cyclical,Apparel Retail,0.41684665226781853,2018758992.51
VSEC,Industrials,Aerospace & Defense,0.2557642388150863,3319180594.88
VSH,Technology,Semiconductors,-0.05352644836272049,2019948434.1000001
VSME,Communication Services,Advertising Agencies,1.4038461538461537,10573498.92
VST,Utilities,Utilities - Independent Power Producers,0.06919147618801917,68341849500.04
VSTA,Consumer Defensive,Education & Training Services,0.15925058548009383,393791932.93
VSTM,Healthcare,Biotechnology,1.1421686746987951,443300530.04999995
VSTS,Industrials,Rental & Leasing Services,-0.24258289703315888,553329483.0
VTAK,Healthcare,Medical Devices,8.710743801652892,20947108.319999997
VTEX,Technology,Software - Application,-0.3454545454545454,798396367.6800001
VTGN,Healthcare,Biotechnology,0.7649999999999999,97265226.45
VTLE,Energy,Oil & Gas E&P,0.13983840894965818,680468400.1500001
VTMX,Real Estate,Real Estate - Development,0.01679445052939032,24464894819.76
VTOL,Energy,Oil & Gas Equipment & Services,0.14861995753715496,1064824079.9999999
VTRS,Healthcare,Drug Manufacturers - Specialty & Generic,0.06606942889137736,11328106228.01
VTS,Energy,Oil & Gas E&P,0.09370755998189227,923567111.46
VTSI,Industrials,Aerospace & Defense,-0.23903818953323908,61593343.23
VTVT,Healthcare,Biotechnology,0.4886666666666665,72750128.45099999
VTYX,Healthcare,Biotechnology,0.39252336448598124,191339845.26
VUZI,Technology,Consumer Electronics,0.04109589041095894,222627851.79999998
VVOS,Healthcare,Medical Devices,-0.012658227848101276,19729892.0
VVPR,Technology,Solar,0.14987714987714973,21799089.03
VVV,Energy,Oil & Gas Refining & Marketing,-0.031687351465539894,4678569368.190001
VVX,Industrials,Aerospace & Defense,0.12873326467559218,1696482161.68
VXRT,Healthcare,Biotechnology,-0.18163716814159292,82061728.2
VYGR,Healthcare,Biotechnology,0.45337620578778126,225796159.65
VYNE,Healthcare,Biotechnology,-0.798909090909091,4806316.392
VYX,Technology,Information Technology Services,0.07416879795396412,1748531757.74
VZ,Communication Services,Telecom Services,0.007857638086433933,182490666579.30002
W,Consumer Cyclical,Internet Retail,0.6976926085256158,10783076299.67
WAB,Industrials,Railroads,-0.060568426080726094,33233381554.440002
WABC,Financial Services,Banks - Regional,0.03323699421965317,1326607469.75
WAFD,Financial Services,Banks - Regional,0.057377049180327856,2512596662.16
WAFU,Consumer Defensive,Education & Training Services,0.2857142857142858,8027217.38
WAL,Financial Services,Banks - Regional,0.1319569120287252,9747591269.0
WALD,Technology,Software - Application,-0.1755102040816327,246233900.27999997
WASH,Financial Services,Banks - Regional,0.03465346534653467,561514162.11
WATT,Technology,Scientific & Technical Instruments,28.003297911322832,249581153.2
WAVE,Utilities,Utilities - Renewable,0.32032520325203234,409855811.88
WB,Communication Services,Internet Content & Information,0.2938090241343128,2948448300.0
WBD,Consumer Defensive,Food Distribution,0.7024432809773123,48555238585.86
WBS,Financial Services,Banks - Regional,0.095970695970696,10249862027.58
WBX,Industrials,Electrical Equipment & Parts,-0.28391564368901484,51722443.934
WCC,Industrials,Industrial Distribution,0.15431965442764586,10174439155.789999
WCN,Industrials,Waste Management,-0.07663881748071981,44215156464.0
WD,Financial Services,Mortgage Finance,0.18274687854710547,2780244209.52
WDAY,Technology,Software - Application,0.027791666666666614,64571500000.0
WDC,Technology,Computer Hardware,0.6702609782778558,37290200533.42
WDFC,Basic Materials,Specialty Chemicals,-0.12736200622561275,2700984594.21
WDH,Financial Services,Insurance - Diversified,0.4370370370370369,7205765256.34
WDS,Energy,Oil & Gas E&P,-0.00518470511989631,29354671459.66
WEAV,Healthcare,Health Information Services,-0.14423076923076925,518040689.40999997
WEC,Utilities,Utilities - Regulated Electric,0.08301343570057573,35346746162.52
WEN,Consumer Cyclical,Restaurants,-0.19352014010507873,1836443222.88
WERN,Industrials,Trucking,-0.04020467836257302,1624145486.25
WES,Energy,Oil & Gas Midstream,0.018604651162790666,15008799952.32
WEST,Consumer Defensive,Packaged Foods,-0.18499127399650966,447582026.25
WEX,Technology,Software - Infrastructure,0.0930628361358841,6135176349.4
WEYS,Consumer Cyclical,Footwear & Accessories,-0.08835946924004814,288433764.99
WF,Financial Services,Banks - Regional,0.1345264427910719,14058738400.0
WFC,Financial Services,Banks - Diversified,0.06103344982526211,277259892594.24
WFCF,Technology,Software - Application,0.2332730560578662,71694045.39999999
WFG,Basic Materials,Lumber & Wood Production,-0.08676671214188267,5335217342.2
WFRD,Energy,Oil & Gas Equipment & Services,0.383621546412244,4960109469.4800005
WGO,Consumer Cyclical,Recreational Vehicles,0.1896551724137931,952143195.15
WGS,Healthcare,Health Information Services,0.2697432564185894,3170592231.04
WH,Consumer Cyclical,Lodging,0.0030784386159339984,6294311707.2
WHD,Energy,Oil & Gas Equipment & Services,-0.04986276303751143,3247826590.4700003
WHF,Financial Services,Asset Management,-0.1846330275229358,167117802.72
WHG,Financial Services,Asset Management,0.08269230769230776,158422710.75
WHR,Consumer Cyclical,Furnishings Fixtures & Appliances,-0.23594951686057983,4290506678.0499997
WILC,Consumer Defensive,Food Distribution,0.014846235418875989,261114965.88
WIMI,Communication Services,Advertising Agencies,0.6534296028880866,22587849.2
WINA,Consumer Cyclical,Specialty Retail,0.33071158073144247,1750294855.76
WING,Consumer Cyclical,Restaurants,-0.2651897606461959,7143591013.349999
WINT,Healthcare,Biotechnology,-0.8546793257120713,114496.37379999999
WINV,Industrials,Shell Companies,0.001596169193934665,42192682.489999995
WIT,Technology,Information Technology Services,-0.12251655629139076,27921297732.27
WIX,Technology,Software - Infrastructure,0.1196516471033698,9740056455.539999
WK,Technology,Software - Application,0.25332359386413444,4699431822.06
WKC,Energy,Oil & Gas Refining & Marketing,-0.07301587301587302,1480591846.0
WKEY,Technology,Semiconductors,0.01981707317073183,32294196.0
WKHS,Consumer Cyclical,Auto Manufacturers,-0.018181818181818195,5484383.44
WKSP,Consumer Cyclical,Auto Parts,0.10247349823321555,14818159.889999999
WLDN,Industrials,Engineering & Construction,0.5399136138217886,1399126114.62
WLDS,Technology,Consumer Electronics,2.3000000000000003,1422956.85
WLFC,Industrials,Rental & Leasing Services,-0.010785824345146322,924498216.6
WLK,Basic Materials,Specialty Chemicals,0.02265244303964176,9745442684.0
WLKP,Basic Materials,Chemicals,-0.051607062019013154,731904808.12
WLY,Consumer Cyclical,Publishing,-0.10598252296661446,2144428275.1499999
WM,Industrials,Waste Management,-0.04427060571628352,87323388733.24
WMB,Energy,Oil & Gas Midstream,0.019105238019423702,77198270066.45
WMG,Consumer Cyclical,Leisure,0.22246696035242286,17322819188.05
WMK,Consumer Defensive,Grocery Stores,0.004828252172713596,1925121565.5099998
WMS,Basic Materials,Building Products & Equipment,0.1961518370189795,10534638963.800001
WMT,Consumer Defensive,Discount Stores,0.05502147678461848,826136335204.2
WNC,Industrials,Farm & Heavy Construction Machinery,-0.037629350893697115,429592330.2
WNEB,Financial Services,Banks - Regional,0.323943661971831,253754130.54000002
WNS,Technology,Information Technology Services,0.2044592030360531,3520151915.22
WNW,Consumer Cyclical,Internet Retail,-0.054470709146968076,6019372.899999999
WOLF,Technology,Semiconductors,2.034102306920762,287806575.7
WOOF,Consumer Cyclical,Specialty Retail,0.2367491166077738,1087184562.0
WOR,Industrials,Metal Fabrication,-0.14519170333123824,2641824449.2799997
WORX,Healthcare,Health Information Services,-0.33087046871392284,623303.48
WOW,Communication Services,Telecom Services,0.2684729064039411,436962303.72
WPM,Basic Materials,Gold,0.21425389755011146,48702258047.649994
WPP,Communication Services,Advertising Agencies,-0.3133390459868609,25486242433.289997
WPRT,Consumer Cyclical,Auto Parts,-0.2514493215264063,41479041.6
WRAP,Technology,Scientific & Technical Instruments,0.5064102564102564,115127918.27999999
WRB,Financial Services,Insurance - Property & Casualty,0.0328025044235742,28275094735.36
WRBY,Healthcare,Medical Instruments & Supplies,0.2585499316005473,3319991483.23
WRLD,Financial Services,Credit Services,0.11694525193798451,1038137200.0500001
WRN,Basic Materials,Other Industrial Metals & Mining,0.584,370000477.3
WS,Basic Materials,Steel,0.012403620516258833,1478455397.52
WSBC,Financial Services,Banks - Regional,0.022130888397091347,2150206333.44
WSBF,Financial Services,Banks - Regional,0.1477190441708906,306798551.04
WSC,Industrials,Rental & Leasing Services,-0.24963503649635038,3823868395.6499996
WSFS,Financial Services,Banks - Regional,0.001818181818181844,3227106966.27
WSM,Consumer Cyclical,Specialty Retail,0.2324784232111158,24838994539.45
WSO,Industrials,Industrial Distribution,-0.09875005660975503,15909630187.5
WST,Healthcare,Medical Instruments & Supplies,0.19524680073126127,18399862371.68
WT,Financial Services,Asset Management,0.2076455256298871,2079256697.98
WTBA,Financial Services,Banks - Regional,0.059602649006622606,352980293.03999996
WTFC,Financial Services,Banks - Regional,0.08114211969672518,8912162213.6
WTI,Energy,Oil & Gas E&P,0.24848484848484859,290842346.73
WTM,Financial Services,Insurance - Property & Casualty,-0.04442786180473569,4329557010.22
WTO,Technology,Consumer Electronics,0.1016420702556641,17096168.220000003
WTRG,Utilities,Utilities - Regulated Water,0.040118470651588634,10389331478.3
WTS,Industrials,Specialty Industrial Machinery,0.13225426003497515,9165980986.83
WTTR,Basic Materials,Specialty Chemicals,0.2789351851851852,1279960036.13
WTW,Financial Services,Insurance Brokers,0.1154649265905383,33699102761.17
WU,Financial Services,Credit Services,-0.055819477434679306,2662924072.7599998
WULF,Financial Services,Capital Markets,1.4726027397260275,4203020810.34
WVE,Healthcare,Biotechnology,0.04615384615384613,1022216899.86
WVVI,Consumer Defensive,Beverages - Wineries & Distilleries,-0.37657657657657656,17375851.5
WWD,Industrials,Aerospace & Defense,0.016320535313558284,14481437056.68
WWR,Basic Materials,Other Industrial Metals & Mining,0.679973386560213,72052903.08
WWW,Consumer Cyclical,Footwear & Accessories,0.5420353982300886,2243170407.06
WYNN,Consumer Cyclical,Resorts & Casinos,0.37685491619515316,13389548652.48
WYY,Technology,Information Technology Services,0.4619883040935673,51066690.28
XAIR,Healthcare,Medical Devices,-0.28612884503772495,10284462.375500001
XBIO,Healthcare,Biotechnology,-0.2091836734693877,4996530.36
XBIT,Healthcare,Biotechnology,-0.09090909090909091,82011996.39
XBP,Technology,Software - Infrastructure,-0.14517690074201517,22720157.7295
XCUR,Healthcare,Biotechnology,-0.4588068181818182,8515506.16
XEL,Utilities,Utilities - Regulated Electric,0.1641703377386198,44384195611.5
XELB,Consumer Cyclical,Apparel Manufacturing,-0.027624309392265217,4113354.78
XENE,Healthcare,Biotechnology,0.21341853035143757,2795343457.7200003
XERS,Healthcare,Biotechnology,0.7516059957173448,1208430059.75
XFOR,Healthcare,Biotechnology,0.8210526315789475,19565958.099999998
XGN,Healthcare,Diagnostics & Research,0.5601719197707736,189182895.86
XHG,Real Estate,Real Estate Services,0.1875,4285216990064.0
XIN,Real Estate,Real Estate - Development,0.08333333333333329,218933521.95
XLO,Healthcare,Biotechnology,0.17061332548904268,39306605.9464
XMTR,Industrials,Specialty Industrial Machinery,0.6531518200651081,2767580387.04
XNCR,Healthcare,Biotechnology,0.4720101781170483,727871778.22
XNET,Communication Services,Advertising Agencies,1.0790123456790124,2730555692.64
XOM,Energy,Oil & Gas Integrated,0.08738404452690168,501561575549.67004
XOMA,Healthcare,Biotechnology,0.4555555555555556,427759984.07
XOS,Consumer Cyclical,Auto Parts,-0.076158940397351,22769410.330000002
XP,Financial Services,Capital Markets,-0.0702970297029702,10363451332.88
